Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Price Category
Toyota,2003.0,Nigerian Used,249141.0,2400.0,Petrol,Automatic,1872000,0
Nissan,2010.0,Nigerian Used,83077.0,4500.0,Petrol,Manual,8400000,1
Honda,2005.0,Nigerian Used,24726.0,2400.0,Petrol,Automatic,1560000,0
Lexus,2002.0,Nigerian Used,317078.0,3300.0,Petrol,Automatic,1890000,0
Toyota,2008.0,Foreign Used,152808.0,2000.0,Petrol,Automatic,4160000,0
Pontiac,2003.0,Nigerian Used,142523.0,1800.0,Petrol,Automatic,1785000,0
Toyota,2004.0,Nigerian Used,274604.0,3000.0,Petrol,Automatic,1872000,0
Honda,2012.0,Foreign Used,79396.0,2400.0,Petrol,Automatic,5775000,1
Toyota,,,51593.0,,,Automatic,8410000,1
Lexus,2000.0,Foreign Used,213792.0,3000.0,Petrol,Automatic,2205000,0
Nissan,2008.0,Foreign Used,125945.0,3500.0,Petrol,Automatic,3120000,0
Lexus,2007.0,Nigerian Used,269670.0,3500.0,Petrol,Automatic,2100000,0
Honda,,,105710.0,,,Automatic,5610000,1
Toyota,2006.0,Nigerian Used,284652.0,3300.0,Petrol,Automatic,2625000,0
Nissan,2009.0,Foreign Used,257648.0,2500.0,Petrol,CVT,3150000,0
Toyota,2011.0,Nigerian Used,197020.0,1800.0,Petrol,Automatic,3744000,0
Lexus,2000.0,Nigerian Used,485206.0,3000.0,Petrol,Automatic,1680000,0
Toyota,2009.0,Nigerian Used,248427.0,2400.0,Petrol,Automatic,2600000,0
Nissan,,,163439.0,,,Automatic,7626000,1
Toyota,2007.0,Foreign Used,170049.0,1600.0,Petrol,Automatic,3432000,0
Nissan,2011.0,Foreign Used,335021.0,2500.0,Petrol,CVT,3780000,0
Honda,2012.0,Foreign Used,79396.0,2400.0,Petrol,Automatic,5775000,1
Ford,2002.0,Nigerian Used,253810.0,4000.0,Petrol,Automatic,1470000,0
Honda,2015.0,Foreign Used,83310.0,2400.0,Petrol,CVT,8400000,1
Honda,,,61346.0,,,Automatic,5610000,1
Lexus,2013.0,Nigerian Used,82065.0,3500.0,Petrol,Automatic,8528000,1
Toyota,2009.0,Nigerian Used,165863.0,1800.0,Petrol,Automatic,3120000,0
Nissan,2004.0,Nigerian Used,328883.0,5600.0,Petrol,Automatic,1680000,0
Toyota,2006.0,Nigerian Used,284652.0,3300.0,Petrol,Automatic,2625000,0
Toyota,2004.0,Nigerian Used,402783.0,2400.0,Petrol,Automatic,2100000,0
Honda,2016.0,Foreign Used,69381.0,2400.0,Petrol,CVT,6825000,1
Hyundai,,,88643.0,,,Automatic,2810000,0
Toyota,2012.0,Foreign Used,77459.0,2400.0,Petrol,Automatic,5565000,1
Toyota,2014.0,Nigerian Used,179056.0,1800.0,Petrol,Manual,3045000,0
Toyota,2012.0,Nigerian Used,107663.0,2500.0,Petrol,Automatic,4056000,0
Kia,2004.0,Nigerian Used,149509.0,3500.0,Petrol,Automatic,1470000,0
Mazda,,,248669.0,,,Automatic,3146000,0
Ford,2010.0,Nigerian Used,288554.0,3500.0,Petrol,Automatic,3328000,0
Toyota,2014.0,Nigerian Used,170008.0,1800.0,Petrol,Automatic,4200000,0
Toyota,2013.0,Foreign Used,73632.0,1800.0,Petrol,Automatic,4725000,0
Toyota,2010.0,Nigerian Used,189224.0,1800.0,Petrol,Automatic,2625000,0
Hyundai,2013.0,Nigerian Used,51115.0,1800.0,Petrol,Automatic,2808000,0
Toyota,2007.0,Nigerian Used,360654.0,3500.0,Petrol,Automatic,2600000,0
Nissan,2000.0,Nigerian Used,2694068.0,2700.0,Diesel,Automatic,1785000,0
Nissan,2013.0,Foreign Used,184398.0,2500.0,Petrol,Automatic,2625000,0
Toyota,2004.0,Nigerian Used,219385.0,2400.0,Petrol,Automatic,1575000,0
Nissan,2014.0,Nigerian Used,55684.0,3500.0,Petrol,Automatic,5250000,1
Honda,2007.0,Foreign Used,199827.0,3500.0,Petrol,Automatic,2625000,0
Kia,,,97287.0,,,Automatic,3370000,0
Nissan,,,,,,Automatic,50970000,1
Nissan,2013.0,Foreign Used,247024.0,2500.0,Petrol,Automatic,4784000,0
Mazda,2007.0,Nigerian Used,190830.0,2300.0,Petrol,Automatic,3432000,0
Kia,2013.0,Foreign Used,134409.0,2400.0,Petrol,Automatic,6615000,1
Toyota,2007.0,Foreign Used,248511.0,1800.0,Petrol,Automatic,2940000,0
Nissan,2015.0,Nigerian Used,50278.0,3500.0,Petrol,Automatic,7875000,1
Hyundai,2014.0,Nigerian Used,73822.0,1800.0,Petrol,Automatic,2625000,0
Nissan,,,163439.0,,,Automatic,7626000,1
Toyota,2007.0,Nigerian Used,150685.0,2400.0,Petrol,Automatic,2500000,0
Toyota,2009.0,Nigerian Used,105332.0,2400.0,Petrol,Automatic,2520000,0
Toyota,2007.0,Nigerian Used,330626.0,3000.0,Petrol,Automatic,2467500,0
Nissan,2009.0,Foreign Used,380428.0,2500.0,Petrol,Automatic,3465000,0
Toyota,2006.0,Foreign Used,328057.0,3500.0,Petrol,Automatic,2100000,0
Nissan,,,,,,Automatic,50970000,1
Ford,2013.0,Nigerian Used,188352.0,3500.0,Petrol,Automatic,3640000,0
Lexus,2007.0,Foreign Used,182057.0,3500.0,Petrol,Automatic,4200000,0
Toyota,2002.0,Foreign Used,294879.0,3000.0,Petrol,Automatic,2625000,0
Honda,2017.0,Foreign Used,60947.0,2400.0,Petrol,Automatic,7140000,1
Kia,,,137624.0,,,Automatic,2586000,0
Mitsubishi,,,57103.0,,,Manual,3034000,0
Toyota,2009.0,Nigerian Used,173076.0,1800.0,Petrol,Automatic,2600000,0
Toyota,2011.0,Nigerian Used,84629.0,1800.0,Petrol,Automatic,3640000,0
Ford,2002.0,Nigerian Used,253810.0,4000.0,Petrol,Automatic,1470000,0
Toyota,2004.0,Nigerian Used,221095.0,3300.0,Petrol,Automatic,1575000,0
Lexus,2005.0,Nigerian Used,293484.0,3300.0,Petrol,Automatic,2415000,0
Mitsubishi,2004.0,Nigerian Used,,2500.0,Diesel,Manual,3150000,0
Toyota,2006.0,Nigerian Used,240002.0,2400.0,Petrol,Automatic,3016000,0
Lincoln,,,401142.0,,,Automatic,2474000,0
Ford,2014.0,Nigerian Used,213249.0,2000.0,Petrol,Automatic,2625000,0
Chevrolet,,,75538.0,,,Automatic,1145000,0
Hyundai,,,159945.0,,,Automatic,1690000,0
Honda,,,105710.0,,,Automatic,5610000,1
Mitsubishi,2013.0,Nigerian Used,126935.0,2500.0,Petrol,Manual,2625000,0
Nissan,2006.0,Nigerian Used,57358.0,3500.0,Petrol,Automatic,1560000,0
Honda,2005.0,Nigerian Used,24726.0,2400.0,Petrol,Automatic,1560000,0
Nissan,2013.0,Nigerian Used,94141.0,35.0,Petrol,Automatic,6300000,1
Kia,,,97287.0,,,Automatic,3370000,0
Toyota,2004.0,Nigerian Used,375259.0,2400.0,Petrol,Automatic,1575000,0
Honda,2004.0,Foreign Used,401187.0,3500.0,Petrol,Automatic,2912000,0
Honda,2015.0,Nigerian Used,78522.0,2000.0,Petrol,Automatic,7875000,1
Toyota,2009.0,Nigerian Used,165916.0,2400.0,Petrol,Automatic,2205000,0
Lexus,2002.0,Nigerian Used,308475.0,3000.0,Petrol,Automatic,1575000,0
Toyota,2008.0,Nigerian Used,253998.0,2400.0,Petrol,Automatic,2415000,0
Toyota,2007.0,Nigerian Used,255926.0,2400.0,Petrol,Automatic,2600000,0
Hyundai,2014.0,Foreign Used,120005.0,3300.0,Petrol,Automatic,9880000,1
Nissan,2010.0,Foreign Used,353097.0,2500.0,Petrol,Automatic,3465000,0
Lexus,2002.0,Nigerian Used,317078.0,3300.0,Petrol,Automatic,1890000,0
Nissan,2010.0,Foreign Used,164448.0,3500.0,Petrol,Automatic,3045000,0
Honda,2017.0,Foreign Used,60947.0,2400.0,Petrol,Automatic,7140000,1
Lexus,2008.0,Foreign Used,198621.0,3500.0,Petrol,Automatic,6240000,1
Toyota,2005.0,Nigerian Used,10680.0,47.0,Petrol,Automatic,2100000,0
Toyota,2006.0,Nigerian Used,240325.0,3300.0,Hybrid,Automatic,1890000,0
Toyota,2002.0,Nigerian Used,38031.0,2400.0,Petrol,Automatic,1560000,0
Honda,,,66695.0,,,Automatic,3426000,0
Nissan,,,72.0,,,Automatic,50970000,1
Toyota,2000.0,Nigerian Used,259598.0,3000.0,Petrol,Automatic,1365000,0
Mazda,,,94440.0,,,Automatic,3594000,0
Toyota,2002.0,Nigerian Used,380424.0,2500.0,Petrol,Automatic,1872000,0
Toyota,2002.0,Nigerian Used,38031.0,2400.0,Petrol,Automatic,1560000,0
Toyota,2004.0,Foreign Used,82059.0,2400.0,Petrol,Automatic,2500000,0
Honda,2016.0,Foreign Used,122779.0,2400.0,Petrol,Automatic,6825000,1
Nissan,2010.0,Nigerian Used,166175.0,2500.0,Petrol,Automatic,2625000,0
Toyota,2012.0,Nigerian Used,96352.0,1800.0,Petrol,Automatic,3120000,0
Nissan,2010.0,Foreign Used,164448.0,3500.0,Petrol,Automatic,3045000,0
Nissan,2006.0,Nigerian Used,57358.0,3500.0,Petrol,Automatic,1560000,0
Ford,2014.0,Nigerian Used,213249.0,2000.0,Petrol,Automatic,2625000,0
Honda,2012.0,Nigerian Used,227802.0,3500.0,Petrol,Automatic,6760000,1
Honda,2007.0,Foreign Used,165176.0,35.0,Petrol,Automatic,3432000,0
Mitsubishi,2013.0,Nigerian Used,126935.0,2500.0,Petrol,Manual,2625000,0
Honda,,,73438.0,,,Automatic,5722000,1
Nissan,2007.0,Foreign Used,283434.0,3500.0,Petrol,Automatic,2625000,0
Pontiac,2009.0,Nigerian Used,134619.0,2400.0,Petrol,Automatic,2808000,0
Hyundai,,,265279.0,,,Automatic,2650000,0
Mercedes-Benz,2011.0,Nigerian Used,99327.0,3500.0,Petrol,Automatic,4200000,0
Nissan,2008.0,Foreign Used,125945.0,3500.0,Petrol,Automatic,3120000,0
Mazda,,,248669.0,,,Automatic,3146000,0
Kia,,,122649.0,,,Automatic,3146000,0
Lexus,2000.0,Nigerian Used,222631.0,4700.0,Petrol,Automatic,1470000,0
Toyota,2008.0,Foreign Used,152808.0,2000.0,Petrol,Automatic,4160000,0
Toyota,2012.0,Nigerian Used,135879.0,3500.0,Petrol,Automatic,4410000,0
Toyota,2009.0,Nigerian Used,252925.0,2400.0,Petrol,Automatic,2100000,0
Honda,,,303353.0,,,Automatic,3594000,0
Toyota,2003.0,Nigerian Used,271092.0,2400.0,Petrol,Automatic,1514000,0
Toyota,2007.0,Nigerian Used,245734.0,1800.0,Petrol,Automatic,2100000,0
Nissan,2010.0,Nigerian Used,184695.0,2500.0,Petrol,CVT,2100000,0
Toyota,2009.0,Nigerian Used,105332.0,2400.0,Petrol,Automatic,2520000,0
Toyota,2008.0,Nigerian Used,162039.0,1800.0,Petrol,Automatic,2415000,0
Kia,2013.0,Nigerian Used,139488.0,,Petrol,Automatic,2100000,0
Toyota,2003.0,Nigerian Used,240839.0,3000.0,Petrol,Automatic,1575000,0
Nissan,2009.0,Foreign Used,289805.0,1800.0,Petrol,Automatic,2520000,0
Honda,2009.0,Nigerian Used,312879.0,3500.0,Petrol,Automatic,3150000,0
Toyota,1997.0,Nigerian Used,410470.0,3400.0,Petrol,Automatic,1470000,0
Toyota,2009.0,Nigerian Used,167474.0,2400.0,Petrol,Automatic,2600000,0
Chevrolet,2007.0,Nigerian Used,28334.0,1800.0,Petrol,AMT,1365000,0
Toyota,2014.0,Nigerian Used,212601.0,1800.0,Petrol,Automatic,4740000,0
Toyota,2005.0,Nigerian Used,10680.0,47.0,Petrol,Automatic,2100000,0
Chevrolet,2015.0,Nigerian Used,87919.0,3600.0,Petrol,Automatic,10500000,1
Toyota,2009.0,Nigerian Used,165916.0,2400.0,Petrol,Automatic,2205000,0
Honda,2010.0,Nigerian Used,109575.0,3500.0,Petrol,Automatic,3120000,0
Nissan,2006.0,Nigerian Used,38345.0,2500.0,Petrol,Automatic,1560000,0
Lexus,2004.0,Nigerian Used,218279.0,3000.0,Petrol,Automatic,1995000,0
Toyota,2006.0,Nigerian Used,146051.0,4700.0,Petrol,Automatic,2625000,0
Toyota,2006.0,Nigerian Used,142285.0,3500.0,Petrol,Automatic,2100000,0
Lexus,2004.0,Nigerian Used,147425.0,3300.0,Petrol,Automatic,2200000,0
Toyota,,,159513.0,,,Automatic,4042000,0
Nissan,2005.0,Foreign Used,97179.0,3500.0,Petrol,Automatic,2625000,0
Lexus,2003.0,Nigerian Used,135610.0,3000.0,Petrol,Automatic,2288000,0
Toyota,2004.0,Nigerian Used,251095.0,2400.0,Petrol,Automatic,1664000,0
Hyundai,2013.0,Nigerian Used,62385.0,1800.0,Petrol,Automatic,2730000,0
Toyota,2008.0,Nigerian Used,162039.0,1800.0,Petrol,Automatic,2415000,0
Kia,2016.0,Nigerian Used,110628.0,2000.0,Petrol,Automatic,5250000,1
Honda,2006.0,Foreign Used,186607.0,3500.0,Petrol,Automatic,2808000,0
Toyota,2004.0,Nigerian Used,375259.0,2400.0,Petrol,Automatic,1575000,0
Nissan,,,197857.0,,,Automatic,2250000,0
Nissan,2013.0,Nigerian Used,94561.0,1800.0,Petrol,Automatic,2835000,0
Toyota,2002.0,Foreign Used,130029.0,3000.0,Petrol,Automatic,2100000,0
Nissan,2015.0,Nigerian Used,32325.0,3500.0,Petrol,Automatic,7560000,1
Nissan,2005.0,Nigerian Used,,3500.0,Petrol,Automatic,2184000,0
Honda,2008.0,Nigerian Used,248616.0,3500.0,Petrol,Automatic,1785000,0
Hyundai,2013.0,Nigerian Used,104060.0,1800.0,Petrol,Automatic,2625000,0
Nissan,,,84.0,,,Automatic,50970000,1
Toyota,2002.0,Foreign Used,416112.0,2400.0,Petrol,Automatic,2704000,0
Nissan,,,82.0,,,Automatic,48170000,1
Honda,2006.0,Nigerian Used,338743.0,3500.0,Petrol,Automatic,2625000,0
Toyota,2004.0,Nigerian Used,135526.0,2400.0,Petrol,Automatic,2392000,0
Toyota,2009.0,Nigerian Used,252925.0,2400.0,Petrol,Automatic,2100000,0
Toyota,2013.0,Nigerian Used,153347.0,2500.0,Petrol,Automatic,3045000,0
Mazda,,,131581.0,,,Automatic,3188720,0
Toyota,2006.0,Foreign Used,141166.0,1800.0,Petrol,Automatic,2730000,0
Toyota,2012.0,Nigerian Used,135879.0,3500.0,Petrol,Automatic,4410000,0
Nissan,2013.0,Nigerian Used,60480.0,1800.0,Petrol,Automatic,1942500,0
Toyota,2008.0,Nigerian Used,160041.0,1800.0,Petrol,Automatic,3016000,0
Nissan,2010.0,Nigerian Used,166175.0,2500.0,Petrol,Automatic,2625000,0
Honda,2008.0,Nigerian Used,248616.0,3500.0,Petrol,Automatic,1785000,0
Mercedes-Benz,,,103058.0,,,Automatic,10090000,1
Lexus,2000.0,Foreign Used,213792.0,3000.0,Petrol,Automatic,2205000,0
Nissan,,,84.0,,,Automatic,50970000,1
Toyota,2009.0,Foreign Used,122265.0,2400.0,Petrol,Automatic,4056000,0
Toyota,2007.0,Nigerian Used,220381.0,2400.0,Hybrid,Automatic,2100000,0
Toyota,2007.0,Foreign Used,76755.0,2400.0,Petrol,Automatic,2835000,0
Toyota,2006.0,Nigerian Used,142285.0,3500.0,Petrol,Automatic,2100000,0
Toyota,2008.0,Nigerian Used,186102.0,3000.0,Petrol,Automatic,2100000,0
Toyota,2006.0,Foreign Used,293596.0,1800.0,Petrol,Automatic,3045000,0
Toyota,2004.0,Nigerian Used,192967.0,2400.0,Petrol,Automatic,1872000,0
Land Rover,2007.0,Nigerian Used,150360.0,4700.0,Petrol,Automatic,2625000,0
Honda,2003.0,Foreign Used,196184.0,2000.0,Petrol,Automatic,1785000,0
Nissan,2007.0,Foreign Used,283434.0,3500.0,Petrol,Automatic,2625000,0
Toyota,2008.0,Nigerian Used,168720.0,1800.0,Petrol,Automatic,2415000,0
Honda,2010.0,Nigerian Used,229773.0,3500.0,Petrol,Automatic,2288000,0
Nissan,,,129304.0,,,Automatic,1466000,0
Toyota,2002.0,Nigerian Used,140910.0,3500.0,Petrol,Automatic,1365000,0
Mazda,,,78757.0,,,,1522000,0
Lexus,,,83378.0,,,Automatic,2586000,0
Toyota,2008.0,Nigerian Used,384828.0,1500.0,Hybrid,Automatic,2100000,0
Kia,,,207527.0,,,Automatic,2082000,0
Toyota,2012.0,Nigerian Used,116030.0,1800.0,Petrol,Automatic,3432000,0
Toyota,2011.0,Foreign Used,432495.0,3500.0,Petrol,Automatic,4680000,0
Honda,2015.0,Nigerian Used,78522.0,2000.0,Petrol,Automatic,7875000,1
Honda,2007.0,Foreign Used,389149.0,3500.0,Petrol,Automatic,2912000,0
Toyota,2008.0,Nigerian Used,186102.0,3000.0,Petrol,Automatic,2100000,0
Toyota,2004.0,Foreign Used,214962.0,1800.0,Petrol,Automatic,2625000,0
Infiniti,2003.0,Nigerian Used,117701.0,3500.0,Petrol,Automatic,1260000,0
Honda,2003.0,Nigerian Used,175567.0,3500.0,Petrol,Automatic,1612000,0
Toyota,2005.0,Nigerian Used,342742.0,3300.0,Petrol,Automatic,1680000,0
Honda,2010.0,Nigerian Used,197853.0,3500.0,Petrol,Automatic,2730000,0
Honda,,,201058.0,,,Automatic,1690000,0
Toyota,2002.0,Nigerian Used,226225.0,3000.0,Petrol,Automatic,1560000,0
Toyota,2004.0,Foreign Used,416093.0,2400.0,Petrol,Automatic,2912000,0
Honda,2005.0,Foreign Used,122222.0,3500.0,Petrol,Automatic,2964000,0
Toyota,2006.0,Foreign Used,439547.0,1800.0,Petrol,Automatic,3120000,0
Jeep,2014.0,Nigerian Used,51566.0,3600.0,Petrol,Automatic,18900000,1
Toyota,2004.0,Nigerian Used,268447.0,1800.0,Petrol,Automatic,1872000,0
Honda,2013.0,Nigerian Used,182450.0,2400.0,Petrol,Automatic,5200000,1
Honda,2003.0,Foreign Used,196184.0,2000.0,Petrol,Automatic,1785000,0
Nissan,2008.0,Foreign Used,213339.0,2500.0,Petrol,Automatic,3028000,0
Toyota,2006.0,Nigerian Used,207615.0,4000.0,Petrol,Automatic,6240000,1
Toyota,,,23447.0,,,Automatic,9582500,1
Toyota,2005.0,Nigerian Used,166024.0,1800.0,Petrol,Automatic,1942500,0
Honda,,,98335.0,,,Automatic,2362000,0
Honda,2013.0,Nigerian Used,104281.0,2400.0,Petrol,Automatic,4200000,0
Kia,2011.0,Nigerian Used,97279.0,1600.0,Petrol,Automatic,1680000,0
Honda,2009.0,Nigerian Used,202694.0,3500.0,Petrol,Automatic,2625000,0
Honda,2011.0,Nigerian Used,226014.0,3500.0,Petrol,Automatic,2940000,0
Hyundai,2012.0,Nigerian Used,100000.0,2500.0,Petrol,Automatic,2625000,0
Ford,2001.0,Nigerian Used,183738.0,2300.0,Petrol,Automatic,1470000,0
Toyota,2004.0,Foreign Used,395286.0,1800.0,Petrol,Automatic,2730000,0
Hyundai,2013.0,Nigerian Used,134852.0,1800.0,Petrol,Automatic,3120000,0
Hyundai,2014.0,Nigerian Used,66462.0,2400.0,Petrol,Automatic,2835000,0
Hyundai,2007.0,Nigerian Used,476812.0,2000.0,Petrol,Automatic,2496000,0
Kia,2013.0,Nigerian Used,83132.0,1600.0,Petrol,Automatic,2310000,0
Honda,2008.0,Nigerian Used,344223.0,3500.0,Petrol,Automatic,2600000,0
Hyundai,2010.0,Nigerian Used,262797.0,3800.0,Petrol,Automatic,2677500,0
Toyota,2002.0,Nigerian Used,88480.0,2400.0,Petrol,Automatic,1560000,0
Toyota,2008.0,Nigerian Used,168720.0,1800.0,Petrol,Automatic,2415000,0
Lexus,1999.0,Nigerian Used,2254489.0,3500.0,Petrol,Automatic,1575000,0
Toyota,2004.0,Nigerian Used,268447.0,1800.0,Petrol,Automatic,1872000,0
Nissan,2015.0,Nigerian Used,32325.0,3500.0,Petrol,Automatic,7560000,1
Honda,2006.0,Foreign Used,186607.0,3500.0,Petrol,Automatic,2808000,0
Toyota,2007.0,Nigerian Used,215320.0,,Petrol,Automatic,1575000,0
Kia,2013.0,Foreign Used,134409.0,2400.0,Petrol,Automatic,6615000,1
Toyota,2008.0,Nigerian Used,246651.0,1800.0,Petrol,Automatic,2310000,0
Jeep,2014.0,Nigerian Used,51566.0,3600.0,Petrol,Automatic,18900000,1
Toyota,2006.0,Nigerian Used,124738.0,1800.0,Petrol,Automatic,1890000,0
Mitsubishi,2007.0,Nigerian Used,220442.0,3800.0,Petrol,Automatic,3465000,0
Nissan,,,117210.0,,,Automatic,2026000,0
Nissan,2014.0,Nigerian Used,93520.0,5600.0,Petrol,Automatic,2310000,0
Nissan,,,114267.0,,,Automatic,2362000,0
Chevrolet,,,28774.0,,,,14010000,1
Toyota,2003.0,Nigerian Used,116440.0,2000.0,Petrol,Automatic,2080000,0
Honda,2013.0,Nigerian Used,182450.0,2400.0,Petrol,Automatic,5200000,1
Toyota,,,178127.0,,,Automatic,4826000,0
Toyota,2006.0,Nigerian Used,415172.0,1800.0,Petrol,Automatic,2080000,0
Acura,2002.0,Nigerian Used,200741.0,3500.0,Petrol,Automatic,1260000,0
Lexus,,,79002.0,,,Automatic,2250000,0
Toyota,2002.0,Nigerian Used,226225.0,3000.0,Petrol,Automatic,1560000,0
Honda,2008.0,Nigerian Used,344223.0,3500.0,Petrol,Automatic,2600000,0
Nissan,2013.0,Nigerian Used,94561.0,1800.0,Petrol,Automatic,2835000,0
Kia,,,207527.0,,,Automatic,2082000,0
Nissan,2013.0,Nigerian Used,43644.0,2000.0,Petrol,CVT,2940000,0
Nissan,2009.0,Foreign Used,291436.0,1800.0,Petrol,Automatic,2625000,0
Mercedes-Benz,,,223066.0,,,Automatic,1858000,0
Toyota,2009.0,Nigerian Used,154581.0,2400.0,Petrol,Automatic,2310000,0
Toyota,2012.0,Nigerian Used,116030.0,1800.0,Petrol,Automatic,3432000,0
Toyota,2005.0,Nigerian Used,166024.0,1800.0,Petrol,Automatic,1942500,0
Honda,2008.0,Nigerian Used,308650.0,3500.0,Petrol,Automatic,2730000,0
Toyota,2000.0,Foreign Used,324010.0,3500.0,Petrol,Automatic,2415000,0
Ford,2007.0,Nigerian Used,217815.0,3000.0,Petrol,Automatic,1575000,0
Hyundai,2007.0,Nigerian Used,476812.0,2000.0,Petrol,Automatic,2496000,0
Honda,2009.0,Nigerian Used,49198.0,3500.0,Petrol,Automatic,2730000,0
Kia,,,91579.0,,,Automatic,2270000,0
Toyota,,,113847.0,,,Automatic,3370000,0
Toyota,2009.0,Nigerian Used,218754.0,2000.0,Petrol,Automatic,2100000,0
Nissan,,,125444.0,,,Automatic,4490000,0
Mazda,2010.0,Foreign Used,157791.0,2500.0,Petrol,Automatic,2625000,0
Toyota,2009.0,Nigerian Used,92488.0,2500.0,Petrol,Automatic,2100000,0
Honda,2010.0,Nigerian Used,109575.0,3500.0,Petrol,Automatic,3120000,0
Kia,2012.0,Nigerian Used,168761.0,1800.0,Petrol,Automatic,1575000,0
Toyota,2014.0,Nigerian Used,212601.0,1800.0,Petrol,Automatic,4740000,0
Chevrolet,2017.0,Foreign Used,27228.0,3600.0,Petrol,Automatic,15750000,1
Honda,2004.0,Nigerian Used,255711.0,3500.0,Petrol,Automatic,2496000,0
Pontiac,2009.0,Nigerian Used,134619.0,2400.0,Petrol,Automatic,2808000,0
Nissan,,,115723.0,,,Automatic,5162000,1
Infiniti,2006.0,Nigerian Used,302481.0,3500.0,Petrol,Automatic,1785000,0
Mercedes-Benz,,,98550.0,,,Automatic,4154000,0
Toyota,2004.0,Foreign Used,214962.0,1800.0,Petrol,Automatic,2625000,0
Infiniti,2006.0,Nigerian Used,122889.0,3600.0,Petrol,Automatic,1260000,0
Pontiac,2009.0,Nigerian Used,213448.0,2400.0,Petrol,Automatic,2520000,0
Mazda,2006.0,Foreign Used,351273.0,3000.0,Petrol,Automatic,2415000,0
Honda,2007.0,Foreign Used,389149.0,3500.0,Petrol,Automatic,2912000,0
Honda,2003.0,Nigerian Used,175567.0,3500.0,Petrol,Automatic,1612000,0
Mercedes-Benz,,,290888.0,,,Automatic,1690000,0
Hyundai,2020.0,Nigerian Used,822.0,1600.0,Petrol,Automatic,10500000,1
Nissan,,,45416.0,,,Automatic,5834000,1
Toyota,2006.0,Nigerian Used,111133.0,2400.0,Petrol,Automatic,2047500,0
Infiniti,,,158943.0,,,Automatic,1914000,0
Honda,2006.0,Nigerian Used,328495.0,3500.0,Petrol,Automatic,1872000,0
Honda,2004.0,Foreign Used,401187.0,3500.0,Petrol,Automatic,2912000,0
Lexus,2007.0,Nigerian Used,220726.0,3500.0,Petrol,Automatic,4680000,0
Nissan,2008.0,Nigerian Used,95066.0,2500.0,Petrol,Automatic,2625000,0
Ford,2010.0,Nigerian Used,270431.0,3500.0,Petrol,Automatic,2612000,0
Toyota,2002.0,Nigerian Used,176533.0,2400.0,Petrol,Automatic,1560000,0
Toyota,2003.0,Nigerian Used,271345.0,2400.0,Petrol,Automatic,1612000,0
Honda,,,225823.0,,,Automatic,2474000,0
Honda,2016.0,Foreign Used,48348.0,2400.0,Petrol,Automatic,8320000,1
Toyota,2003.0,Nigerian Used,170206.0,3000.0,Petrol,Automatic,2704000,0
Suzuki,,,126.0,,,Automatic,9900000,1
Mercedes-Benz,,,278594.0,,,Automatic,2250000,0
Hyundai,,,164003.0,,,Automatic,1802000,0
Honda,,,209578.0,,,Automatic,2474000,0
Honda,2013.0,Foreign Used,152229.0,3500.0,Petrol,Automatic,5040000,1
Honda,2005.0,Nigerian Used,159924.0,3500.0,Petrol,Automatic,1872000,0
Hyundai,2007.0,Foreign Used,96891.0,2400.0,Petrol,Automatic,2525000,0
Nissan,2007.0,Nigerian Used,306577.0,4000.0,Petrol,Automatic,2520000,0
BMW,2002.0,Nigerian Used,176466.0,3000.0,Petrol,Automatic,1687500,0
Ford,2001.0,Nigerian Used,239647.0,2800.0,Petrol,Automatic,1365000,0
Honda,2009.0,Foreign Used,159132.0,2400.0,Petrol,Automatic,2677500,0
Lexus,2007.0,Nigerian Used,220726.0,3500.0,Petrol,Automatic,4680000,0
Toyota,2003.0,Nigerian Used,116440.0,2000.0,Petrol,Automatic,2080000,0
Rover,2012.0,Foreign Used,163834.0,2000.0,Petrol,Automatic,10185000,1
Mercedes-Benz,2007.0,Nigerian Used,110735.0,3500.0,Petrol,Automatic,2940000,0
Honda,2016.0,Foreign Used,121625.0,2400.0,Petrol,Automatic,6825000,1
Lexus,2004.0,Nigerian Used,151357.0,3300.0,Petrol,Automatic,4680000,0
Lexus,2007.0,Nigerian Used,103245.0,3500.0,Petrol,Automatic,2100000,0
Chevrolet,2017.0,Foreign Used,27228.0,3600.0,Petrol,Automatic,15750000,1
Hyundai,2012.0,Nigerian Used,1580052.0,2200.0,Petrol,Automatic,2310000,0
Mercedes-Benz,2008.0,Nigerian Used,171692.0,3500.0,Petrol,Automatic,2835000,0
Toyota,,,71655.0,,,Automatic,7122000,1
Honda,,,225823.0,,,Automatic,2474000,0
Mercedes-Benz,2007.0,Nigerian Used,110735.0,3500.0,Petrol,Automatic,2940000,0
Honda,,,209578.0,,,Automatic,2474000,0
Kia,2011.0,Nigerian Used,98022.0,1600.0,Petrol,Automatic,2310000,0
Nissan,,,125444.0,,,Automatic,4490000,0
Suzuki,,,126.0,,,Automatic,9900000,1
Honda,2010.0,Nigerian Used,121664.0,2400.0,Petrol,Automatic,2392000,0
Mercedes-Benz,,,100421.0,,,Automatic,2978000,0
Nissan,2007.0,Nigerian Used,233903.0,3000.0,Petrol,Automatic,1680000,0
Honda,2005.0,Nigerian Used,273444.0,3500.0,Petrol,Automatic,1560000,0
Mazda,2000.0,Foreign Used,147611.0,1800.0,Petrol,Automatic,2310000,0
